24625756	rs887829	Intermediate Phenotypes		-12.221849	
21347282	rs1160985	Coronary Heart Disease	LDL-C	-20.142668	
24892410	rs7596980	Onset|Hypertension|Cardiovascular Events	Nighttime pressure	-5.363512	
24511991	rs12681349	Parkinson’s Disease		-7.301030	
24483146	rs10510741	Biomarkers		-5.326979	
21738491	rs2650907	Sudden Cardiac Death		-7.357535	
22558097	rs1105880	Total Bilirubin|Sickle Cell Anemia|Sickle Cell		-17.504456	
23056639	rs12443973	Lectin		-5.675718	
22291604	rs2254546	Lupus		-7.387216	
22745674	rs7964864	Coronary Artery Stenosis|Coronary Artery		-5.173277	
24483146	rs967285	Biomarkers		-5.616185	
19343178	rs3752556	Stature		-6.102373	
22479202	rs7133378	Metabolic Traits|Type 2 Diabetes|Adiponectin Levels		-8.889410	
22570697	rs2857435	Multiple Sclerosis		-8.077275	
22570697	rs2857439	Multiple Sclerosis		-9.730487	
23382691	rs4132601	Immunoglobulin G|Human Immunoglobulin|-Glycosylation		-19.000000	
22470424	rs6840169	Amyotrophic Lateral Sclerosis		-5.107905	
23593202	rs7064959	Age Menarche|Femoral Neck Bone Geometry		-5.625252	
22368281	rs6857	LDL-c Response|Lpa		-5.732828	
23028483	rs744910	Asthma		-9.244125	
21390209	rs6859	Late-Onset Alzheimer's Disease		-9.829738	
22452962	rs4784227	Breast Cancer		-28.000000	
23118974	rs8039195	Pigmentation|Skin	Eye C'	-17.557520	
23900074	rs6772228	Telomere Length|Cancer		-9.407823	
19343178	rs12189801	Stature		-9.920819	
21738491	rs12601622	Sudden Cardiac Death		-7.432974	
23509962	rs971572	Venous Thrombosis		-1000.000000	
22452962	rs10510102	Breast Cancer		-5.698970	
21273288	rs10864721	NT-proBNP		-5.853872	
19412175	rs6712055	Neuroblastoma		-8.178486	
23509962	rs3780293	Venous Thrombosis		-1000.000000	
20421936	rs516175	Onset|Obesity-Related Traits|Body-Weight		-7.005243	
20932310	rs2768975	Τ Protein Levels		-6.707744	
23509962	rs9914518	Venous Thrombosis		-1000.000000	
22470424	rs7764218	Amyotrophic Lateral Sclerosis		-5.065502	
22087292	rs10928979	Femoral Neck Bone Geometry		-5.427128	
19772629	rs4771006	Parkinson Disease|Onset		-5.136677	
23509613	rs9469220	Antiphospholipid Antibodies		-1000.000000	
23509962	rs536477	Venous Thrombosis		-1000.000000	
23509962	rs9804128	Venous Thrombosis		-1000.000000	
20838585	rs7412	Cardiovascular Disease	LDL-cholesterol	-7.795880	
21408207	rs12537284	Systemic Lupus Erythematosus|Autoantibody		-5.823909	
23028483	rs4714586	Asthma		-5.031517	
21738487	rs4698412	Parkinson's Disease		-1000.000000	
24688116	rs4693331	Longevity|Analysis|Population		-5.178486	
23509613	rs3132722	Antiphospholipid Antibodies		-1000.000000	
23382691	rs10276619	Immunoglobulin G|Human Immunoglobulin|-Glycosylation		-5.522879	
23667675	rs167539	Age Menarche		-5.793174	
18483556	rs7204478	Hair Color|Skin Pigmentation		-16.327902	
19343178	rs4711269	Stature		-7.744727	
22843504	rs288604	Autism Spectrum		-6.526513	
23979607	rs73125991	Borderline Personality		-5.853872	
23636237	rs7997717	Analysis		-5.524329	
22368281	rs4803760	LDL-c Response|Lpa		-6.373660	
22452962	rs1011970	Breast Cancer		-7.522879	
21044948	rs393152	Parkinson's Disease		-7.323306	
19961619	rs2330183	Respiratory|Atopy		-6.798603	
25367360	rs11690252	Astigmatism|Refractive Error		-5.586700	
24999842	rs11734090	Celiac Disease|Celiac		-7.815309	
20838585	rs6829649	Cardiovascular Disease	total cholesterol	-7.017729	
23041239	rs7937106	Ischaemic Stroke		-7.232844	
23459936	rs12883458	Chronic Periodontitis		-6.455932	
18369459	rs3812888	Psoriasis|Psoriatic Arthritis|New Disease		-5.000000	
17903296	rs4143244	Association Bone	NeckW1	-6.151811	
24513273	rs1178977	Serum Uric Acid		-11.920819	
21552555	rs10852521	Obesity|Obesity-Related Traits		-10.853872	
23326517	rs1713985	Age-Related Macular Degeneration		-7.630784	
21383967	rs4626515	Rheumatoid Arthritis|Celiac Disease		-6.337242	
24086445	rs10233386	Schizophrenia|Quantitative Phenotype|Matter Volume		-6.096367	
22685421	rs7544369	Ocular Axial Length|High Myopia		-5.838632	
20932310	rs7842088	Τ Protein Levels		-6.673664	
21483430	rs11122322	Neurocognitive Phenotypes		-10.458421	
24347629	rs2297778	Periodontal		-5.013228	
22745674	rs13006511	Coronary Artery Stenosis|Coronary Artery		-6.311580	
23382691	rs7158173	Immunoglobulin G|Human Immunoglobulin|-Glycosylation		-5.397940	
24023777	rs2047176	Adolescent Idiopathic Scoliosis		-5.709965	
23509962	rs877228	Venous Thrombosis		-1000.000000	
19300500	rs1512285	Chronic Obstructive Pulmonary Disease Copd|Pulmonary Function		-5.533132	
19557197	rs6837818	Distribution|Adiposity|Waist Circumference		-5.283997	
21980494	rs1208134	Venous Thrombosis		-20.391474	
19936222	rs12768534	Cholesterol|Plasma Lipoprotein Size		-7.552842	
23459936	rs12260727	Chronic Periodontitis		-6.221849	
24892410	rs6556114	Onset|Hypertension|Cardiovascular Events	Daytime pressure	-5.215383	
23844046	rs11265260	C-Reactive Protein		-16.946922	
23509962	rs4800250	Venous Thrombosis		-1000.000000	
23509613	rs4711314	Antiphospholipid Antibodies		-1000.000000	
19448621	rs7028916	Age Menarche|Menopause	Age at Menarche	-7.013228	
23509613	rs2516516	Antiphospholipid Antibodies		-1000.000000	
21935397	rs12145833	Extremely|Overweight|Body Mass Index		-6.318759	
21298047	rs750338	European-Origin|Substance Dependence		-6.374688	
18840781	rs11171710	Type 1 Diabetes		-6.494850	
25340798	rs3092960	Proteins Involved|Inflammation|Alzheimer's Disease	c-c motif) ligand 4	-6.119186	
21390209	rs157580	Late-Onset Alzheimer's Disease		-16.554396	
22479202	rs1597466	Metabolic Traits|Type 2 Diabetes|Adiponectin Levels		-7.725842	
21424380	rs3848562	Breast Cancer		-5.034798	
22085899	rs4773330	Bilirubin Levels		-5.096910	
23703922	rs4447863	Uric Acid Levels		-5.645892	
21042317	rs2384061	Major Depressive Disorder		-5.200659	
20838585	rs6552560	Cardiovascular Disease	weight	-7.070581	
24166486	rs12537914	Schizophrenia		-7.692504	
25340798	rs2229238	Proteins Involved|Inflammation|Alzheimer's Disease		-9.872895	
19448621	rs7718874	Age Menarche|Menopause		-12.886057	
20585627	rs16950987	Common Traits	Eye color	-1000.000000	
19936222	rs2076530	Cholesterol|Plasma Lipoprotein Size		-6.795880	
20838585	rs12330441	Cardiovascular Disease	triglycerides	-6.522879	
24094242	rs314253	Serum Alkaline Phosphatase Levels		-11.075721	
21779181	rs6901221	Systemic Sclerosis		-7.594824	
23472185	rs4646333	Multiple Sclerosis|Oligoclonal Band		-5.721246	
23509613	rs615672	Antiphospholipid Antibodies		-1000.000000	
21483430	rs11122324	Neurocognitive Phenotypes		-9.151195	
21901158	rs8026527	Insulin Resistance|Copy Number Variation		-6.221849	
24121790	rs3950627	Barrett’s Esophagus|Esophageal Adenocarcinoma		-5.677781	
25352737	rs2574730	Cataract		-5.517126	
20953186	rs13190932	Psoriasis|Psoriatic Arthritis		-7.987163	
21935397	rs1555543	Extremely|Overweight|Body Mass Index		-9.431798	
24755620	rs440277	Glutamate|Alzheimer's Disease		-6.319664	
23958962	rs9664175	Cocaine Dependence		-6.703335	
21738487	rs797906	Parkinson's Disease		-1000.000000	
24740154	rs1880408	Prostate Cancer|Early-Onset		-5.148742	
24886709	rs9989419	Lipid		-8.567031	
17903297	rs2029395	Brain|Cognitive Test	F2	-7.744727	
23544013	rs2532348	Breast Cancer|Breast Ovarian Cancer|Carriers		-9.603801	
22044751	rs2748531	Chronic Kidney Disease		-5.443697	
22558097	rs3755319	Total Bilirubin|Sickle Cell Anemia|Sickle Cell		-17.655608	
22792082	rs4328902	Asthma|Bronchodilator Response		-5.214670	
23509613	rs9272346	Antiphospholipid Antibodies		-1000.000000	
23958962	rs7899919	Cocaine Dependence		-6.481486	
18840781	rs12931878	Type 1 Diabetes		-7.821023	
24483146	rs2414409	Biomarkers		-7.015023	
22843504	rs1936295	Autism Spectrum		-6.178094	
20485516	rs9938149	Central Corneal Thickness|Brittle Cornea Syndrome|Blinding Disease		-6.966576	
22044751	rs13414916	Chronic Kidney Disease		-5.267606	
19812673	rs4742409	Autism		-5.102373	
21931564	rs6584194	Metabolite Quantitative Trait	DMAp	-1000.000000	
22843504	rs932026	Autism Spectrum		-6.831797	
22666496	rs9859901	Cardiovascular Event		-5.823909	
23874384	rs151997	Behavior		-5.335358	
23143602	rs7057398	Pancreatitis		-16.337242	
18483556	rs7195066	Hair Color|Skin Pigmentation		-9.408935	
22470424	rs5762919	Amyotrophic Lateral Sclerosis		-6.769551	
23966867	rs2548774	Body Fat Distribution	WC_BMI_men	-6.026872	
23509962	rs305009	Venous Thrombosis		-1000.000000	
20463881	rs12452184	Eye Color	C HS1	-9.045757	
23307926	rs365132	Menopause		-31.040959	
22763110	rs835487	Osteoarthritis		-7.785156	
21935397	rs4929949	Extremely|Overweight|Body Mass Index		-8.552842	
19812673	rs12293188	Autism		-5.958607	
20585627	rs1042602	Common Traits	Freckle	-1000.000000	
18483556	rs2353033	Hair Color|Skin Pigmentation		-8.214670	
21533024	rs1801714	Icam-1		-8.602060	
20038947	rs12462886	Major Depression		-5.761954	
19132087	rs9834548	Kawasaki Disease		-5.010105	
24513273	rs506338	Serum Uric Acid		-30.630784	
19197348	rs10245389	Complex Disease	Thyroid Stimulating Hormone	-5.004365	
20038947	rs11710109	Major Depression		-7.184422	
23509962	rs1910358	Venous Thrombosis		-1000.000000	
22116950	rs9396503	Ovarian Reserve		-5.368556	
23509962	rs380904	Venous Thrombosis		-1000.000000	
22170493	rs6596086	Psoriatic Arthritis		-5.010105	
18846228	rs7737470	Serum IgE Levels		-6.474955	
22470424	rs9509608	Amyotrophic Lateral Sclerosis		-5.013228	
19503597	rs1471633	Uric Acid		-6.531653	
21738487	rs1043424	Parkinson's Disease		-1000.000000	
24379826	rs6786387	Serum Uric Acid Levels		-6.119186	
21935397	rs17504169	Extremely|Overweight|Body Mass Index		-5.552842	
24892410	rs17039365	Onset|Hypertension|Cardiovascular Events	Nighttime pressure	-5.363512	
22470424	rs564053	Amyotrophic Lateral Sclerosis		-5.017729	
19300482	rs9686327	Chronic Obstructive Pulmonary Disease Copd|Pulmonary Function		-7.008774	
22452962	rs10483813	Breast Cancer		-6.698970	
18846228	rs2706347	Serum IgE Levels		-6.202040	
22368281	rs11053068	LDL-c Response|Lpa		-6.841638	
23593202	rs12146626	Age Menarche|Femoral Neck Bone Geometry		-5.360514	
19772629	rs1572662	Parkinson Disease|Onset		-5.107905	
22470424	rs17263670	Amyotrophic Lateral Sclerosis		-5.000000	
25147783	rs526934	Ischemic Stroke|Vitamin|Folate Levels		-9.647817	
18483556	rs8049897	Hair Color|Skin Pigmentation		-15.853872	
23509962	rs1985317	Venous Thrombosis		-1000.000000	
24324648	rs7939777	Serum IgE		-5.946922	
18483556	rs7174027	Hair Color|Skin Pigmentation		-9.585027	
25436638	rs9687206	Serum Thyroid Stimulating Hormone		-13.258061	
19197348	rs7069923	Complex Disease		-5.958607	
23509962	rs2321744	Venous Thrombosis		-1000.000000	
24379826	rs938553	Serum Uric Acid Levels	Body weight	-5.259637	
23900074	rs2487999	Telomere Length|Cancer		-13.374688	
21273288	rs10927698	NT-proBNP		-5.677781	
20395239	rs2241970	Optic Disc Size	Disc	-7.698970	
22570697	rs9261471	Multiple Sclerosis		-7.866461	
19412175	rs1048108	Neuroblastoma		-6.844664	
22452962	rs2046210	Breast Cancer		-14.698970	
21935397	rs10508503	Extremely|Overweight|Body Mass Index		-6.677781	
20463881	rs2835630	Eye Color	C HS1	-9.443697	
22087292	rs16913751	Femoral Neck Bone Geometry		-5.785156	
23886662	rs2897443	Psoriasis|Atopic Dermatitis|Asthma		-12.048177	
21935397	rs2112347	Extremely|Overweight|Body Mass Index		-12.657577	
23958962	rs7086629	Cocaine Dependence		-6.130768	
20838585	rs17568778	Cardiovascular Disease	waist circumference	-6.045757	
23408906	rs2439302	Thyroid|Thyroid-Related Traits|Differences	thyroid stimulating hormone	-1000.000000	
22368281	rs1627770	LDL-c Response|Lpa		-6.742321	
19343178	rs7742369	Stature		-7.420216	
23703922	rs2256711	Uric Acid Levels		-5.407823	
20694148	rs4523270	Metabolic Syndrome	“	-7.000000	
23472185	rs6926377	Multiple Sclerosis|Oligoclonal Band		-5.193820	
21448238	rs4861775	Migraine		-5.484126	
21738479	rs2814778	White Blood Cell Count|Cell Phenotypes|White Blood Cell		-524.000000	
22570697	rs9261491	Multiple Sclerosis		-9.841638	
21738487	rs12063142	Parkinson's Disease		-1000.000000	
21779181	rs3135021	Systemic Sclerosis		-11.710188	
23509962	rs664910	Venous Thrombosis		-1000.000000	
18604267	rs8111930	Antigen|Icam-1		-17.886057	
24094242	rs2954021	Serum Alkaline Phosphatase Levels		-12.638272	
24892410	rs17513926	Onset|Hypertension|Cardiovascular Events	Nighttime pressure	-5.125518	
20038947	rs6694643	Major Depression		-5.022276	
22763110	rs10492367	Osteoarthritis		-7.829738	
19197348	rs17157663	Complex Disease		-5.055517	
20548944	rs17201113	Osteoporosis-Related Traits|Gene Expression Profiling	NL, men	-6.266001	
20339536	rs1883025	Lipid-Lowering Response|Response Statins		-6.193820	
21935397	rs10938397	Extremely|Overweight|Body Mass Index		-30.420216	
20421936	rs13278851	Onset|Obesity-Related Traits|Body-Weight		-7.679854	
19343178	rs3116607	Stature		-8.408935	
21738479	rs12313946	White Blood Cell Count|Cell Phenotypes|White Blood Cell	white blood cell	-7.522879	
20190752	rs3816281	Celiac Disease		-25.098542	
24324551	rs7013781	Chagas Cardiomyopathy|Trypanosoma Cruzi Seropositive	PCR	-6.045757	
21552555	rs3912607	Obesity|Obesity-Related Traits		-5.078834	
25436638	rs989758	Serum Thyroid Stimulating Hormone		-13.876148	
22470424	rs6453104	Amyotrophic Lateral Sclerosis		-5.173925	
19197348	rs6958535	Complex Disease	Thyroid Stimulating Hormone	-5.585027	
23509962	rs2028385	Venous Thrombosis		-1000.000000	
24086445	rs9400701	Schizophrenia|Quantitative Phenotype|Matter Volume		-6.072630	
24516586	rs4622999	Tobacco Smoke|Chromosome 4|Cleft Palate		-5.892790	
22737229	rs9277542	Chronic Hepatitis B		-7.274088	
24714607	rs2255953	Chronic Mucus Hypersecretion		-5.363512	
18840781	rs4839335	Type 1 Diabetes		-9.551294	
23984888	rs4861175	Airway Responsiveness		-5.309804	
20038947	rs17077540	Major Depression		-6.737549	
19197348	rs2808693	Complex Disease	Thyroid Stimulating Hormone	-5.017729	
18483556	rs9806558	Hair Color|Skin Pigmentation		-5.468521	
20838585	rs6052399	Cardiovascular Disease	insulin	-7.008774	
22558097	rs17863787	Total Bilirubin|Sickle Cell Anemia|Sickle Cell		-17.307153	
24940741	rs9366816	Infection		-5.970616	
20548944	rs11664087	Osteoporosis-Related Traits|Gene Expression Profiling	NSA, women	-5.593460	
23326239	rs2233956	Antibodies|Epstein-Barr Virus Nuclear Antigen		-8.133713	
22479191	rs2928148	Kidney|Follow-Up		-7.397940	
20169177	rs10857650	Systemic Lupus Erythematosus		-5.334419	
23056639	rs17775170	Lectin		-5.270835	
23667675	rs9404590	Age Menarche		-5.187755	
20729852	rs11187842	Esophageal Squamous Cell Carcinoma|Gastric Adenocarcinoma		-7.920819	
23326239	rs2736157	Antibodies|Epstein-Barr Virus Nuclear Antigen		-8.567031	
23874384	rs12551906	Behavior		-5.533132	
